Date,PX_LAST
9/29/03,66.0715
9/30/03,66.4143
10/1/03,66.3819
10/2/03,66.2785
10/3/03,65.7999
10/6/03,65.8969
10/7/03,65.6706
10/8/03,65.8323
10/9/03,65.5994
10/10/03,65.9616
10/13/03,65.6706
10/14/03,65.5412
10/15/03,65.3796
10/16/03,65.205
10/17/03,65.5154
10/20/03,65.4766
10/21/03,65.6059
10/22/03,65.8969
10/23/03,65.7353
10/24/03,66.0586
10/27/03,65.9293
10/28/03,66.1879
10/29/03,65.8969
10/30/03,65.8969
10/31/03,65.7935
11/3/03,65.6757
11/4/03,65.8055
11/5/03,65.8055
11/6/03,65.4486
11/7/03,65.4811
11/10/03,65.6044
11/11/03,65.4875
11/12/03,65.6108
11/13/03,66.0911
11/14/03,66.143
11/17/03,66.4221
11/18/03,66.3896
11/19/03,66.0781
11/20/03,66.3052
11/21/03,66.3766
11/24/03,66.0976
11/25/03,66.3572
11/26/03,66.117
11/28/03,66.0132
12/1/03,65.8322
12/2/03,65.8127
12/3/03,65.8778
12/4/03,65.9754
12/5/03,66.3072
12/8/03,66.3072
12/9/03,65.9363
12/10/03,66.1966
12/11/03,66.4309
12/12/03,66.4699
12/15/03,66.4309
12/16/03,66.4699
12/17/03,66.6326
12/18/03,66.7302
12/19/03,66.7627
12/22/03,66.7302
12/23/03,66.4699
12/24/03,66.522
12/26/03,66.8538
12/29/03,66.6911
12/30/03,66.5675
12/31/03,66.6595
1/2/04,66.281
1/5/04,66.3593
1/6/04,66.6595
1/7/04,66.8096
1/8/04,66.79
1/9/04,67.3447
1/12/04,67.1554
1/13/04,67.312
1/14/04,67.3055
1/15/04,67.3903
1/16/04,67.3381
1/20/04,67.2794
1/21/04,67.3251
1/22/04,67.4425
1/23/04,67.2794
1/26/04,67.0184
1/27/04,67.1163
1/28/04,66.9792
1/29/04,66.8226
1/30/04,66.9531
2/2/04,66.9713
2/3/04,67.1545
2/4/04,67.161
2/5/04,66.9713
2/6/04,67.2461
2/9/04,67.2919
2/10/04,67.1479
2/11/04,67.4097
2/12/04,67.4162
2/13/04,67.7172
2/17/04,67.5536
2/18/04,67.5013
2/19/04,67.5732
2/20/04,67.3639
2/23/04,67.5471
2/24/04,67.4882
2/25/04,67.6452
2/26/04,67.534
2/27/04,67.7172
3/1/04,67.7475
3/2/04,67.5114
3/3/04,67.4392
3/4/04,67.6032
3/5/04,68.1017
3/8/04,68.3312
3/9/04,68.4296
3/10/04,68.3509
3/11/04,68.5018
3/12/04,68.2919
3/15/04,68.305
3/16/04,68.469
3/17/04,68.4362
3/18/04,68.3706
3/19/04,68.2984
3/22/04,68.4755
3/23/04,68.4821
3/24/04,68.5214
3/25/04,68.4821
3/26/04,68.246
3/29/04,68.1214
3/30/04,67.8524
3/31/04,68.1804
4/1/04,68.213
4/2/04,67.5883
4/5/04,67.1741
4/6/04,67.3648
4/7/04,67.2004
4/8/04,67.2398
4/12/04,67.2201
4/13/04,67.1018
4/14/04,66.9045
4/15/04,66.8059
4/16/04,66.99
4/19/04,66.9045
4/20/04,66.6875
4/21/04,66.5297
4/22/04,66.773
4/23/04,66.6415
4/26/04,66.6218
4/27/04,66.7861
4/28/04,66.4771
4/29/04,66.2864
4/30/04,66.2667
5/3/04,66.1677
5/4/04,66.2864
5/5/04,66.2007
5/6/04,65.9963
5/7/04,65.4359
5/10/04,65.337
5/11/04,65.5018
5/12/04,65.4095
5/13/04,65.3964
5/14/04,65.4095
5/17/04,65.7392
5/18/04,65.7722
5/19/04,65.6601
5/20/04,65.8381
5/21/04,65.7326
5/24/04,65.7853
5/25/04,65.7656
5/26/04,65.9304
5/27/04,66.2469
5/28/04,66.0161
6/1/04,65.9411
6/2/04,65.9675
6/3/04,65.9411
6/4/04,65.8022
6/7/04,65.8683
6/8/04,65.7096
6/9/04,65.7294
6/10/04,65.6633
6/14/04,65.4781
6/15/04,66.0337
6/16/04,65.9014
6/17/04,65.9741
6/18/04,66.0733
6/21/04,66.1593
6/22/04,66.1329
6/23/04,66.08
6/24/04,66.3313
6/25/04,66.3115
6/28/04,66.0932
6/29/04,65.9741
6/30/04,66.4966
7/1/04,66.5812
7/2/04,67.0058
7/6/04,66.9593
7/7/04,66.9195
7/8/04,66.9925
7/9/04,66.7935
7/12/04,66.9915
7/13/04,66.9195
7/14/04,66.9593
7/15/04,66.8333
7/16/04,67.2778
7/19/04,67.1783
7/20/04,66.9992
7/21/04,66.8399
7/22/04,66.9859
7/23/04,67.1385
7/26/04,66.8266
7/27/04,66.674
7/28/04,66.7736
7/29/04,66.621
7/30/04,67.1119
8/2/04,67.0935
8/3/04,67.1867
8/4/04,67.3331
8/5/04,67.3797
8/6/04,67.8124
8/9/04,67.859
8/10/04,67.6792
8/11/04,67.7258
8/12/04,67.8656
8/13/04,67.9987
8/16/04,67.9189
8/17/04,68.1185
8/18/04,67.8989
8/19/04,68.1252
8/20/04,67.9255
8/23/04,67.9455
8/24/04,67.9521
8/25/04,67.9588
8/26/04,68.0853
8/27/04,68.1319
8/30/04,68.1984
8/31/04,68.1984
9/1/04,68.4442
9/2/04,68.1705
9/3/04,68.1371
9/7/04,68.1304
9/8/04,68.3374
9/9/04,68.2706
9/10/04,68.4175
9/13/04,68.4843
9/14/04,68.5577
9/15/04,68.5177
9/16/04,68.7246
9/17/04,68.4375
9/20/04,68.7313
9/21/04,68.7113
9/22/04,68.9383
9/23/04,68.7313
9/24/04,68.7514
9/27/04,68.7313
9/28/04,68.8448
9/29/04,68.4509
9/30/04,68.551
10/1/04,68.4286
10/4/04,68.4487
10/5/04,68.442
10/6/04,68.3147
10/7/04,68.3147
10/8/04,68.6496
10/11/04,68.7166
10/12/04,68.6496
10/13/04,68.75
10/14/04,69.0782
10/15/04,68.951
10/18/04,68.8907
10/19/04,68.9242
10/20/04,69.1653
10/21/04,68.9912
10/22/04,69.1586
10/25/04,69.239
10/26/04,69.038
10/27/04,68.884
10/28/04,68.9644
10/29/04,69.1452
11/1/04,68.9968
11/2/04,68.9363
11/3/04,69.0841
11/4/04,69.0237
11/5/04,68.849
11/8/04,68.6006
11/9/04,68.7617
11/10/04,68.6812
11/11/04,68.7483
11/12/04,68.8289
11/15/04,68.8625
11/16/04,68.7953
11/17/04,68.9699
11/18/04,68.9968
11/19/04,68.8558
11/22/04,68.9632
11/23/04,68.9229
11/24/04,68.9901
11/26/04,68.7896
11/29/04,68.6006
11/30/04,68.6341
12/1/04,68.3767
12/2/04,68.5047
12/3/04,68.9021
12/6/04,68.9762
12/7/04,69.0705
12/8/04,69.3063
12/9/04,69.212
12/10/04,69.1244
12/13/04,69.2254
12/14/04,69.2928
12/15/04,69.4477
12/16/04,69.1783
12/17/04,69.0099
12/20/04,69.0772
12/21/04,69.0772
12/22/04,69.2254
12/23/04,69.2591
12/27/04,68.9964
12/28/04,68.9627
12/29/04,68.9492
12/30/04,69.0907
12/31/04,69.1813
1/3/05,69.1813
1/4/05,69.1137
1/5/05,69.0867
1/6/05,69.134
1/7/05,69.1137
1/10/05,69.0799
1/11/05,69.1745
1/12/05,69.2758
1/13/05,69.4447
1/14/05,69.1948
1/18/05,69.3772
1/19/05,69.4785
1/20/05,69.5731
1/21/05,69.6069
1/24/05,69.6204
1/25/05,69.4988
1/26/05,69.465
1/27/05,69.3704
1/28/05,69.6069
1/31/05,69.5191
2/1/05,69.5932
2/2/05,69.6474
2/3/05,69.5796
2/4/05,69.8507
2/7/05,69.8642
2/8/05,69.9049
2/9/05,70.0946
2/10/05,69.7355
2/11/05,69.8304
2/14/05,69.8439
2/15/05,69.7084
2/16/05,69.6271
2/17/05,69.5932
2/18/05,69.6135
2/22/05,69.417
2/23/05,69.4509
2/24/05,69.3831
2/25/05,69.4441
2/28/05,69.2611
3/1/05,69.2118
3/2/05,69.1235
3/3/05,69.1778
3/4/05,69.3749
3/7/05,69.3953
3/8/05,69.2458
3/9/05,68.8245
3/10/05,68.7429
3/11/05,68.7973
3/14/05,68.7701
3/15/05,68.7837
3/16/05,68.8313
3/17/05,68.8177
3/18/05,68.7701
3/21/05,68.7701
3/22/05,68.3964
3/23/05,68.4847
3/24/05,68.5255
3/28/05,68.3896
3/29/05,68.3488
3/30/05,68.5527
3/31/05,68.5866
4/1/05,68.9913
4/4/05,68.9095
4/5/05,68.7731
4/6/05,68.9504
4/7/05,68.8686
4/8/05,68.8686
4/11/05,68.9981
4/12/05,69.1891
4/13/05,69.2845
4/14/05,69.3459
4/15/05,69.5914
4/18/05,69.5095
4/19/05,69.5982
4/20/05,69.6459
4/21/05,69.4754
4/22/05,69.6186
4/25/05,69.5914
4/26/05,69.4209
4/27/05,69.7073
4/28/05,69.8846
4/29/05,69.7686
5/2/05,69.7711
5/3/05,69.7232
5/4/05,69.7985
5/5/05,69.8464
5/6/05,69.5864
5/9/05,69.5317
5/10/05,69.6069
5/11/05,69.7232
5/12/05,69.8874
5/13/05,69.9558
5/16/05,69.8532
5/17/05,69.9353
5/18/05,70.12
5/19/05,69.949
5/20/05,69.8669
5/23/05,70.0995
5/24/05,70.2226
5/25/05,70.209
5/26/05,70.2021
5/27/05,70.1542
5/31/05,70.3458
6/1/05,70.866
6/2/05,70.818
6/3/05,70.6395
6/6/05,70.6532
6/7/05,70.8385
6/8/05,70.7068
6/9/05,70.7013
6/10/05,70.4267
6/13/05,70.3649
6/14/05,70.2757
6/15/05,70.2345
6/16/05,70.4473
6/17/05,70.4473
6/20/05,70.2894
6/21/05,70.5777
6/22/05,70.8797
6/23/05,70.8111
6/24/05,70.9209
6/27/05,70.9758
6/28/05,70.7699
6/29/05,70.7356
6/30/05,70.9621
7/1/05,70.7093
7/5/05,70.4476
7/6/05,70.5578
7/7/05,70.6473
7/8/05,70.5302
7/11/05,70.5371
7/12/05,70.5027
7/13/05,70.4063
7/14/05,70.4063
7/15/05,70.4407
7/18/05,70.3168
7/19/05,70.3512
7/20/05,70.4683
7/21/05,70.1033
7/22/05,70.2066
7/25/05,70.2066
7/26/05,70.2823
7/27/05,70.241
7/28/05,70.4476
7/29/05,70.2272
8/1/05,70.1865
8/2/05,70.0345
8/3/05,70.2625
8/4/05,70.1934
8/5/05,69.848
8/8/05,69.8342
8/9/05,69.9585
8/10/05,69.9654
8/11/05,70.152
8/12/05,70.3523
8/15/05,70.2901
8/16/05,70.456
8/17/05,70.3109
8/18/05,70.5043
8/19/05,70.4352
8/22/05,70.4974
8/23/05,70.5458
8/24/05,70.6356
8/25/05,70.6356
8/26/05,70.5803
8/29/05,70.6079
8/30/05,70.7807
8/31/05,71.057
9/1/05,71.1542
9/2/05,71.1196
9/6/05,70.9809
9/7/05,70.8631
9/8/05,70.8561
9/9/05,70.8354
9/12/05,70.7383
9/13/05,70.9116
9/14/05,70.8354
9/15/05,70.6621
9/16/05,70.5026
9/19/05,70.565
9/20/05,70.5165
9/21/05,70.6759
9/22/05,70.7383
9/23/05,70.6135
9/26/05,70.4402
9/27/05,70.3917
9/28/05,70.5858
9/29/05,70.4264
9/30/05,70.3917
10/3/05,70.1528
10/4/05,70.2502
10/5/05,70.3615
10/6/05,70.3128
10/7/05,70.2433
10/10/05,70.3337
10/11/05,70.125
10/12/05,70.0972
10/13/05,69.9164
10/14/05,69.8955
10/17/05,70.0068
10/18/05,69.979
10/19/05,70.1042
10/20/05,70.1181
10/21/05,70.278
10/24/05,70.1389
10/25/05,69.9303
10/26/05,69.6521
10/27/05,69.8121
10/28/05,69.7008
10/31/05,69.6938
11/1/05,69.7175
11/2/05,69.6547
11/3/05,69.4174
11/4/05,69.4872
11/7/05,69.4942
11/8/05,69.7315
11/9/05,69.55
11/10/05,69.7943
11/11/05,69.8641
11/14/05,69.6268
11/15/05,69.7245
11/16/05,69.8851
11/17/05,69.906
11/18/05,69.8781
11/21/05,70.1014
11/22/05,70.2829
11/23/05,70.2341
11/25/05,70.2969
11/28/05,70.1992
11/29/05,70.1014
11/30/05,69.9549
12/1/05,69.8558
12/2/05,69.8558
12/5/05,69.8909
12/6/05,70.01
12/7/05,69.9189
12/8/05,70.2762
12/9/05,70.038
12/12/05,69.8909
12/13/05,70.1571
12/14/05,70.3463
12/15/05,70.2762
12/16/05,70.2692
12/19/05,70.3253
12/20/05,70.3463
12/21/05,70.3463
12/22/05,70.5004
12/23/05,70.6826
12/27/05,70.8648
12/28/05,70.6142
12/29/05,70.6635
12/30/05,70.7479
1/3/06,70.783
1/4/06,70.9518
1/5/06,70.9518
1/6/06,70.7901
1/9/06,70.8674
1/10/06,70.7268
1/11/06,70.6775
1/12/06,70.8604
1/13/06,71.0573
1/17/06,71.0925
1/18/06,71.1769
1/19/06,71.0714
1/20/06,71.1066
1/23/06,71.1066
1/24/06,70.987
1/25/06,70.8112
1/26/06,70.5931
1/27/06,70.6846
1/30/06,70.6916
1/31/06,70.7057
2/1/06,70.5085
2/2/06,70.5579
2/3/06,70.7556
2/6/06,70.7415
2/7/06,70.692
2/8/06,70.6567
2/9/06,70.6991
2/10/06,70.5509
2/13/06,70.6003
2/14/06,70.4873
2/15/06,70.565
2/16/06,70.4944
2/17/06,70.7838
2/21/06,70.5226
2/22/06,70.805
2/23/06,70.7626
2/24/06,70.8191
2/27/06,70.6709
2/28/06,70.8191
3/1/06,70.8212
3/2/06,70.644
3/3/06,70.5023
3/6/06,70.1126
3/7/06,70.2897
3/8/06,70.3252
3/9/06,70.2331
3/10/06,70.2614
3/13/06,70.3889
3/14/06,70.6228
3/15/06,70.4315
3/16/06,70.7291
3/17/06,70.5732
3/20/06,70.5448
3/21/06,70.3606
3/22/06,70.4881
3/23/06,70.4315
3/24/06,70.5519
3/27/06,70.6086
3/28/06,70.4315
3/29/06,70.2897
3/30/06,69.9709
3/31/06,70.2047
4/3/06,70.1356
4/4/06,70.2281
4/5/06,70.2779
4/6/06,70.221
4/7/06,69.9862
4/10/06,69.9222
4/11/06,70.0645
4/12/06,70.0004
4/13/06,69.8582
4/17/06,69.972
4/18/06,69.9222
4/19/06,69.9862
4/20/06,69.8795
4/21/06,69.8724
4/24/06,70.1356
4/25/06,69.9009
4/26/06,69.7799
4/27/06,69.9435
4/28/06,70.1
5/1/06,69.8249
5/2/06,69.8963
5/3/06,69.8463
5/4/06,69.8106
5/5/06,69.9391
5/8/06,69.9891
5/9/06,69.9534
5/10/06,69.8749
5/11/06,69.832
5/12/06,69.6821
5/15/06,69.7249
5/16/06,70.0677
5/17/06,69.8677
5/18/06,70.1605
5/19/06,70.1462
5/22/06,70.1605
5/23/06,69.9677
5/24/06,69.982
5/25/06,69.9748
5/26/06,70.2747
5/30/06,70.1176
5/31/06,69.9606
6/1/06,69.9052
6/2/06,70.4428
6/5/06,70.2134
6/6/06,70.3998
6/7/06,70.1776
6/8/06,70.4141
6/9/06,70.5145
6/12/06,70.2995
6/13/06,70.5002
6/14/06,70.2349
6/15/06,70.1202
6/16/06,70.0772
6/19/06,69.8909
6/20/06,69.9339
6/21/06,69.9554
6/22/06,69.6543
6/23/06,69.6901
6/26/06,69.4894
6/27/06,69.683
6/28/06,69.6113
6/29/06,69.855
6/30/06,69.8479
7/3/06,69.9542
7/5/06,69.7454
7/6/06,69.8102
7/7/06,70.0693
7/10/06,70.1341
7/11/06,70.2492
7/12/06,70.2924
7/13/06,70.35
7/14/06,70.4436
7/17/06,70.2924
7/18/06,70.242
7/19/06,70.5155
7/20/06,70.5875
7/21/06,70.5443
7/24/06,70.6523
7/25/06,70.5947
7/26/06,70.6379
7/27/06,70.753
7/28/06,70.9042
7/31/06,70.8178
8/1/06,70.9903
8/2/06,71.0192
8/3/06,71.0337
8/4/06,71.2577
8/7/06,71.265
8/8/06,71.265
8/9/06,71.3228
8/10/06,71.2866
8/11/06,71.1638
8/14/06,71.0843
8/15/06,71.2577
8/16/06,71.489
8/17/06,71.5035
8/18/06,71.554
8/21/06,71.7275
8/22/06,71.6914
8/23/06,71.713
8/24/06,71.7058
8/25/06,71.7781
8/28/06,71.713
8/29/06,71.7419
8/30/06,71.8503
8/31/06,71.9443
9/1/06,71.954
9/5/06,71.8669
9/6/06,71.8814
9/7/06,71.8597
9/8/06,71.954
9/11/06,71.9032
9/12/06,72.0773
9/13/06,72.1354
9/14/06,72.0338
9/15/06,72.012
9/18/06,71.9975
9/19/06,72.1644
9/20/06,72.2442
9/21/06,72.5562
9/22/06,72.5997
9/25/06,72.7449
9/26/06,72.7376
9/27/06,72.7086
9/28/06,72.636
9/29/06,72.6723
10/2/06,72.741
10/3/06,72.7264
10/4/06,73.0105
10/5/06,72.7847
10/6/06,72.5151
10/9/06,72.6681
10/10/06,72.384
10/11/06,72.3038
10/12/06,72.3767
10/13/06,72.1945
10/16/06,72.3111
10/17/06,72.4204
10/18/06,72.5078
10/19/06,72.4714
10/20/06,72.4495
10/23/06,72.2382
10/24/06,72.3184
10/25/06,72.4932
10/26/06,72.741
10/27/06,72.8867
10/30/06,72.9013
10/31/06,73.1708
11/1/06,73.2966
11/2/06,73.2161
11/3/06,72.8357
11/6/06,72.8357
11/7/06,73.0186
11/8/06,73.2161
11/9/06,73.2381
11/10/06,73.399
11/13/06,73.3112
11/14/06,73.4137
11/15/06,73.2746
11/16/06,73.2088
11/17/06,73.399
11/20/06,73.4501
11/21/06,73.5454
11/22/06,73.6332
11/24/06,73.6697
11/27/06,73.6332
11/28/06,73.8307
11/29/06,73.7209
11/30/06,73.9478
12/1/06,74.0859
12/4/06,74.1594
12/5/06,74.1153
12/6/06,74.0565
12/7/06,73.9904
12/8/06,73.8362
12/11/06,73.8802
12/12/06,74.0272
12/13/06,73.7994
12/14/06,73.6966
12/15/06,73.6819
12/18/06,73.726
12/19/06,73.7774
12/20/06,73.748
12/21/06,73.8949
12/22/06,73.8288
12/26/06,73.8068
12/27/06,73.6067
12/28/06,73.5108
12/29/06,73.5034
1/3/07,73.6583
1/4/07,73.8131
1/5/07,73.7615
1/8/07,73.8057
1/9/07,73.8057
1/10/07,73.7246
1/11/07,73.5846
1/12/07,73.4813
1/16/07,73.5919
1/17/07,73.5329
1/18/07,73.6361
1/19/07,73.6067
1/22/07,73.6435
1/23/07,73.5034
1/24/07,73.4813
1/25/07,73.3855
1/26/07,73.3781
1/29/07,73.2823
1/30/07,73.3928
1/31/07,73.4518
2/1/07,73.4913
2/2/07,73.595
2/5/07,73.7134
2/6/07,73.854
2/7/07,73.9428
2/8/07,73.9872
2/9/07,73.817
2/12/07,73.743
2/13/07,73.7356
2/14/07,74.0169
2/15/07,74.1205
2/16/07,74.1723
2/20/07,74.2093
2/21/07,74.2019
2/22/07,74.0539
2/23/07,74.2315
2/26/07,74.3943
2/27/07,74.6978
2/28/07,74.6534
3/1/07,74.634
3/2/07,74.79
3/5/07,74.7454
3/6/07,74.6934
3/7/07,74.7529
3/8/07,74.686
3/9/07,74.4779
3/12/07,74.7083
3/13/07,74.9015
3/14/07,74.8123
3/15/07,74.7306
3/16/07,74.738
3/19/07,74.686
3/20/07,74.7603
3/21/07,74.8569
3/22/07,74.7157
3/23/07,74.6117
3/26/07,74.5671
3/27/07,74.5819
3/28/07,74.6191
3/29/07,74.5671
3/30/07,74.5002
4/2/07,74.5967
4/3/07,74.5221
4/4/07,74.6041
4/5/07,74.537
4/9/07,74.2535
4/10/07,74.3654
4/11/07,74.3207
4/12/07,74.4102
4/13/07,74.2908
4/16/07,74.44
4/17/07,74.6564
4/18/07,74.7683
4/19/07,74.7384
4/20/07,74.7011
4/23/07,74.7757
4/24/07,74.813
4/25/07,74.8429
4/26/07,74.7011
4/27/07,74.6862
4/30/07,74.9398
5/1/07,74.8966
5/2/07,74.9191
5/3/07,74.8367
5/4/07,74.934
5/7/07,75.0089
5/8/07,74.9265
5/9/07,74.8367
5/10/07,74.964
5/11/07,74.8142
5/14/07,74.8292
5/15/07,74.7992
5/16/07,74.8142
5/17/07,74.6869
5/18/07,74.4698
5/21/07,74.6195
5/22/07,74.4698
5/23/07,74.4099
5/24/07,74.4398
5/25/07,74.4024
5/29/07,74.3275
5/30/07,74.4173
5/31/07,74.2526
6/1/07,74.176
6/4/07,74.2662
6/5/07,74.0556
6/6/07,74.0857
6/7/07,73.5743
6/8/07,73.4841
6/11/07,73.5367
6/12/07,73.1005
6/13/07,73.2133
6/14/07,73.3562
6/15/07,73.6194
6/18/07,73.6721
6/19/07,73.9052
6/20/07,73.6796
6/21/07,73.5893
6/22/07,73.7623
6/25/07,73.83
6/26/07,73.7398
6/27/07,73.8827
6/28/07,73.83
6/29/07,73.9729
7/2/07,74.1697
7/3/07,74.0866
7/5/07,73.777
7/6/07,73.6486
7/9/07,73.777
7/10/07,74.0942
7/11/07,73.928
7/12/07,73.8525
7/13/07,73.9431
7/16/07,74.0942
7/17/07,73.9582
7/18/07,74.1472
7/19/07,74.1471
7/20/07,74.3208
7/23/07,74.2755
7/24/07,74.4265
7/25/07,74.3812
7/26/07,74.6456
7/27/07,74.57
7/30/07,74.5323
7/31/07,74.7664
8/1/07,74.5928
8/2/07,74.5549
8/3/07,74.8811
8/6/07,74.7597
8/7/07,74.7066
8/8/07,74.6156
8/9/07,74.7066
8/10/07,74.4562
8/13/07,74.5928
8/14/07,74.7976
8/15/07,74.8962
8/16/07,74.8507
8/17/07,75.0176
8/20/07,74.9493
8/21/07,75.2983
8/22/07,75.2376
8/23/07,75.3286
8/24/07,75.139
8/27/07,75.3666
8/28/07,75.67
8/29/07,75.5183
8/30/07,75.6776
8/31/07,75.7231
9/4/07,75.6387
9/5/07,75.8825
9/6/07,75.8673
9/7/07,76.3396
